post_id	post_text	post_published	comment_id	comment_message	comment_published	comment_like_count	attachment_type	attachment_url
153677961330272_2278373038860743	"Three years ago  a group of researchers received a voucher from the Pioneers in Healthcare Innovation Fund for a project devoted to early screening for obstructive sleep apnea syndrome (OSAS). They developed a research tool and  true to the entrepreneurial spirit of our university  started a spinoff: OSASense. Curious? Read more in the latest Techmed Magazine."	2018-12-28T10:00:11+0000	2278373038860743_2278406958857351	"I deeply appreciate and dearly acknowledge all research and Entrepreneurial endeavours of Twente University and it's faculty n students. Well done. Keep growing for the goodness of life."	2018-12-28T10:36:52+0000	1		
153677961330272_2267299889968058	"Are you interested in making the world more sustainable? Do you want to analyze  develop  manage and innovate existing and new bioresource value chains in an European regional context? Then our Master s programme SET with the specialization Bioresource Value Chain Management (BVM) might be something for you. Maarten Arentsen  Associate Professor Energy Innovation at the University of Twente tells you all about it in this video.   More information: https://www.utwente.nl/en/set/master_programme/bioresources/"	2018-12-22T03:42:00+0000	2267299889968058_2316031218428258	"Great to hear from you on such an important issue that may impact world future."	2019-01-20T17:41:56+0000	0		
153677961330272_2267299889968058	"Are you interested in making the world more sustainable? Do you want to analyze  develop  manage and innovate existing and new bioresource value chains in an European regional context? Then our Master s programme SET with the specialization Bioresource Value Chain Management (BVM) might be something for you. Maarten Arentsen  Associate Professor Energy Innovation at the University of Twente tells you all about it in this video.   More information: https://www.utwente.nl/en/set/master_programme/bioresources/"	2018-12-22T03:42:00+0000	2267299889968058_2268937566470957	"Julia Gerlach 😌😏😏"	2018-12-22T13:40:46+0000	1		
153677961330272_2267299889968058	"Are you interested in making the world more sustainable? Do you want to analyze  develop  manage and innovate existing and new bioresource value chains in an European regional context? Then our Master s programme SET with the specialization Bioresource Value Chain Management (BVM) might be something for you. Maarten Arentsen  Associate Professor Energy Innovation at the University of Twente tells you all about it in this video.   More information: https://www.utwente.nl/en/set/master_programme/bioresources/"	2018-12-22T03:42:00+0000	2267299889968058_2268705426494171	Great	2018-12-22T10:23:09+0000	0		
153677961330272_2267299889968058	"Are you interested in making the world more sustainable? Do you want to analyze  develop  manage and innovate existing and new bioresource value chains in an European regional context? Then our Master s programme SET with the specialization Bioresource Value Chain Management (BVM) might be something for you. Maarten Arentsen  Associate Professor Energy Innovation at the University of Twente tells you all about it in this video.   More information: https://www.utwente.nl/en/set/master_programme/bioresources/"	2018-12-22T03:42:00+0000	2267299889968058_2316033518428028	"But could you become my professor, my guide, my Mentor... I have a great idea to change research culture and promote technology evolution at universities of Pakistan. I need help and guidance."	2019-01-20T17:44:04+0000	0		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2267837586580955	"I didn’t hear the message in Spanish thought 😪"	2018-12-21T18:14:35+0000	0		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2273622696002444	"Merry Christmas! 😁"	2018-12-25T11:47:16+0000	0		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2270263066338407	"If you guys are so inclusive why not say happy holidays instead? Not everyone celebrates Christmas. How about those people that celebrate Kwanzaa or Hanukkah?"	2018-12-23T10:25:40+0000	0		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2267689293262451	"You guys are awesome ❤️ Happy Holidays 🙂"	2018-12-21T16:25:48+0000	1		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2267682283263152	"UdayAditya Ghantasala"	2018-12-21T16:18:21+0000	0		
153677961330272_2267270976637616	"Sound on! 📣 More than 100 nationalities on our campus  only one message: Merry Christmas and a Happy New Year! 🤩 Which languages do you recognize? 🤔 #happyholidays #joinourcommunity #utwente"	2018-12-21T11:16:14+0000	2267270976637616_2267357419962305	"Merry Christmas and wish you a happy New year"	2018-12-21T11:41:00+0000	0	animated_image_share	https://l.facebook.com/l.php?u=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FgNke2UrUTopOg%2Fgiphy.gif&h=AT0_9NtOl4AXLNYwDUWsLxs24qJOskgqFoZVS9wDp7xsjbb_obKFneg212RXIbIEZD3QyeeRwQgdXggM5MMmab8XN4Tfs3P35OX69XHtomEwGN6Oita_BofYsSP26gpY&s=1
153677961330272_2265961243435256	"Surprise! 🎅🎍🎶🎼 The colleagues of the UT MESA+ Institute for Nanotechnology just popped up in our building to spread a Christmas cheer! 👏 👏👏"	2018-12-20T13:25:47+0000	2265961243435256_2266212476743466	"... also at my class for Industrial Engineering and Management 🙂"	2018-12-20T16:42:13+0000	9	video_inline	/ppverbeek/videos/10217402324586177/
153677961330272_2265961243435256	"Surprise! 🎅🎍🎶🎼 The colleagues of the UT MESA+ Institute for Nanotechnology just popped up in our building to spread a Christmas cheer! 👏 👏👏"	2018-12-20T13:25:47+0000	2265961243435256_2266766010021446	"Yasmin Beckers"	2018-12-21T00:58:48+0000	0		
153677961330272_2265961243435256	"Surprise! 🎅🎍🎶🎼 The colleagues of the UT MESA+ Institute for Nanotechnology just popped up in our building to spread a Christmas cheer! 👏 👏👏"	2018-12-20T13:25:47+0000	2265961243435256_2266341300063917	"Haha...this is nice!"	2018-12-20T18:30:57+0000	0		
153677961330272_2265961243435256	"Surprise! 🎅🎍🎶🎼 The colleagues of the UT MESA+ Institute for Nanotechnology just popped up in our building to spread a Christmas cheer! 👏 👏👏"	2018-12-20T13:25:47+0000	2265961243435256_2267250819972965	"Agung Sriwongo nano gung"	2018-12-21T09:47:55+0000	0		
153677961330272_2265961243435256	"Surprise! 🎅🎍🎶🎼 The colleagues of the UT MESA+ Institute for Nanotechnology just popped up in our building to spread a Christmas cheer! 👏 👏👏"	2018-12-20T13:25:47+0000	2265961243435256_2267113296653384	"Regina Nieuwmeijer. Koooortje."	2018-12-21T07:00:32+0000	1		
153677961330272_2256703394361041	"💻 Photonics is considered one of the five key enabling technologies by the European Union. Photonic chips are becoming the new standard  as they are preferable over tradtional (electronic) chips for many reasons.  Yesterday  the PhotonDelta agreement was signed  leading to an impressive €236 million euro investment to strengthen the Netherlands  pole position in photonics. 💶💶💶  With a substantial amount to be invested in Twente  it will be one of the hotspots for future developments in this promising technology. 🔥  Read more (in Dutch) via https://www.utwente.nl/nieuws/!/2018/12/437076/convenant-photondelta-getekend-236-miljoen-voor-fotonica-in-nederland"	2018-12-14T10:03:44+0000	2256703394361041_2257034954327885	"More detailed information is now also available in English: https://www.utwente.nl/en/news/!/2018/12/437076/photondelta-covenant-signed-236-million-invested-in-photonics-in-the-netherlands"	2018-12-14T15:07:46+0000	1		
153677961330272_2256703394361041	"💻 Photonics is considered one of the five key enabling technologies by the European Union. Photonic chips are becoming the new standard  as they are preferable over tradtional (electronic) chips for many reasons.  Yesterday  the PhotonDelta agreement was signed  leading to an impressive €236 million euro investment to strengthen the Netherlands  pole position in photonics. 💶💶💶  With a substantial amount to be invested in Twente  it will be one of the hotspots for future developments in this promising technology. 🔥  Read more (in Dutch) via https://www.utwente.nl/nieuws/!/2018/12/437076/convenant-photondelta-getekend-236-miljoen-voor-fotonica-in-nederland"	2018-12-14T10:03:44+0000	2256703394361041_2257219274309453	"Lots of congratulations. I wish Twente. And everyone working at the project a great success and rewarding future in opening up new vistas, exploring new horizon and discovering new world of photons technology and giving it as a gift to the future generations. Goodluck everyone."	2018-12-14T17:31:16+0000	1		
153677961330272_2251796314851749	"Tanya Bondarouk wint de HR-top 100 Award 2018 en bracht hem mee naar de UT!"	2018-12-11T09:00:10+0000	2251796314851749_2256592587705455	Congratulations!	2018-12-14T08:03:31+0000	0		
153677961330272_2251796314851749	"Tanya Bondarouk wint de HR-top 100 Award 2018 en bracht hem mee naar de UT!"	2018-12-11T09:00:10+0000	2251796314851749_2253479331350114	"Nice! Congratz! 👍"	2018-12-12T07:40:08+0000	0		
153677961330272_2251796314851749	"Tanya Bondarouk wint de HR-top 100 Award 2018 en bracht hem mee naar de UT!"	2018-12-11T09:00:10+0000	2251796314851749_2252729381425109	Congratulations!	2018-12-11T21:13:16+0000	0		
153677961330272_2250113095020071	"AGENDA TIP: Tuesday 11 December re-opening University Library  Come celebrate and take a look at the renovated areas of the Library. The opening starts at 10.00 am and we will shake the Library to its core! There will be music  barista coffee with something sweet and a handy give-away. You are very welcome!  Time: 10.00 am Where: Library vrijhof"	2018-12-10T09:15:01+0000	2250113095020071_2250117018353012	"haha zoek maar uit !@@"	2018-12-10T09:19:30+0000	0		
153677961330272_2246621258702588	"Timo Septer (alumnus AM 04) back on stage 🎭 with his former theatre group Contramime.   After a theater sabbatical of ten years  Timo wrote a new show. In which he reflects on a quick hospitalization and comes with concrete policy measures for information labeling on packaging  making skate sports more appealing  the zip-code lottery  application policies of Sinterklaas  use of exclamation marks and sensible use of aggressive dogs. He corrects politics  but if it’s politically correct… After the December performance of Contramime  Timo will perform a greater part of his new show   Met Beleid  (Dutch).  🗓️ 11  12 en 13 December 2018  20.00  Amphitheater – Vrijhof  Enschede ℹ️ Facebook: @Contramime"	2018-12-08T09:00:08+0000	2246621258702588_2250362178328496	"Als het in het Engels is zoals de blurb doet geloven dan zie ik 'm met je in augustus, Edinburgh Fringe ;)"	2018-12-10T13:12:55+0000	1		
153677961330272_2246621258702588	"Timo Septer (alumnus AM 04) back on stage 🎭 with his former theatre group Contramime.   After a theater sabbatical of ten years  Timo wrote a new show. In which he reflects on a quick hospitalization and comes with concrete policy measures for information labeling on packaging  making skate sports more appealing  the zip-code lottery  application policies of Sinterklaas  use of exclamation marks and sensible use of aggressive dogs. He corrects politics  but if it’s politically correct… After the December performance of Contramime  Timo will perform a greater part of his new show   Met Beleid  (Dutch).  🗓️ 11  12 en 13 December 2018  20.00  Amphitheater – Vrijhof  Enschede ℹ️ Facebook: @Contramime"	2018-12-08T09:00:08+0000	2246621258702588_2249511968413517	Annemarieke	2018-12-09T22:38:40+0000	0		
153677961330272_2237171966314184	"One of our former Prime Minister of the Netherlands - Jan Peter Balkenende -  presents a lunch lecture at the Bedrijvendagen. If you are curious about what he is doing after his job as Prime Minister (2002 - 2010)  make a note in your agenda to be there on 7 February."	2018-12-02T14:57:37+0000	2237171966314184_2237631306268250	"Julia van den Heiligenberg"	2018-12-02T21:09:48+0000	0		
153677961330272_2232284560136258	"- SCIENTIST AT WORK - 👩‍💼   In today’s world we cannot simply rule out flooding or other disasters  we are now trying to increase our resilience – so that if a disaster occurs  we will be able to limit the damage and quickly recover from it   says Joanne Vinke - De Kruijf  who is an assistant professor at the University of Twente. Joanne is involved in measurements for the river Vecht in the province of Overijssel.  #resilientworld #scientistatwork #utwente"	2018-12-02T13:00:01+0000	2232284560136258_2237029386328442	"Yasmin Beckers"	2018-12-02T13:06:54+0000	1		
153677961330272_2235630406468340	"🔜🗓️ Studium Generale lezingen op 4 en 6 december:  ➡️ Een sterk staaltje chocola: wat hebben chocola en plaatstaal met elkaar gemeen? Kom naar de lezing en Dr. Marcel Sluiter en Jan Meen zullen het uit de doeken doen op 4 december  19.30u in het Amphitheater - UT. ➡️ Science Café Enschede: Coma prognose en kwaliteit van leven: hoe kun je voorspellen of en hoe iemand uit een coma ontwaakt? Zijn er wellicht ethische dilemma s te overwinnen bij deze techniek? Willemijn van Erp MSc  Dr. Jeannette Hofmeijer en UT-filosofen Mayli Mertens MA en dr. Marianne Boenink schijnen hun licht over dit onderwerp op 6 december  20.00u aan de Oude Markt in het centrum van Enschede.   ℹ️ Informatie en andere Studium Generale lezingen zijn te vinden op de link hieronder."	2018-12-01T15:00:05+0000	2235630406468340_2240301299334584	"Is this only in Dutch? :)"	2018-12-04T13:37:22+0000	0		
153677961330272_2234261863271861	"Inspiring speeches by three of our young researchers  prizes being awarded and a new distinguished professor: this year s Dies was a true festivity! 🎉  Read all about it 👉https://www.utwente.nl/en/news/!/2018/11/336640/dies-natalis-2018-talent-in-the-spotlight"	2018-11-30T18:30:02+0000	2234261863271861_2235960916435289	Bravo	2018-12-01T19:22:51+0000	0		
153677961330272_2232391950125519	"🏆 𝐏𝐑𝐈𝐉𝐙𝐄𝐍𝐑𝐄𝐆𝐄𝐍 voor UT studenten uitgereikt door het KHMW - Koninklijke Hollandsche Maatschappij der Wetenschappen!  De 𝐁𝐚𝐜𝐡𝐞𝐥𝐨𝐫 𝐚𝐚𝐧𝐦𝐨𝐞𝐝𝐢𝐠𝐢𝐧𝐠𝐬𝐩𝐫𝐢𝐣𝐳𝐞𝐧 🏆 voor UT studenten gingen naar:  Matthew Maat ((technische) wiskunde)  Pieter van Essen ((technische) natuurkunde)  Arthur Rump ((technische) informatica)  Laurens Spoelstra (biomedische technologie)  Jelle Visser (chemische technologie)  Pepijn Six Dijkstra (werktuigbouw- en materiaalkunde) en Jafeth Kuiper (civiele en maritieme techniek)  De 𝐊𝐍𝐕𝐈 𝐒𝐜𝐫𝐢𝐩𝐭𝐢𝐞𝐩𝐫𝐢𝐣𝐳𝐞𝐧 𝐯𝐨𝐨𝐫 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐜𝐚 𝐞𝐧 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐞𝐤𝐮𝐧𝐝𝐞 🏆 gingen naar: Meike Nauta (1e prijs) en Thijs van Ede (3e prijs)  En de 𝐌𝐚𝐬𝐭𝐞𝐫 𝐚𝐟𝐬𝐭𝐮𝐝𝐞𝐞𝐫𝐩𝐫𝐢𝐣𝐳𝐞𝐧 🏆 werden uitgereikt aan: Luca Bouwmeester (Tata Steel Prijs voor Werktuigbouwkunde en Materiaalkunde)  Nicolas Mateos Estevez (Philips Afstudeerprijs voor Biomedische Technologie)  Arthur Nazarian (Philips Afstudeerprijs Data Science and Artificial Intelligence in Health Care)  Martina Tsvetanova (Shell Afstudeerprijzen voor Natuurkunde) en Kevin Rouwenhorst (Nederlandse Gasindustrieprijzen - 1e prijs)  Fotografie: Hilde de Wolf."	2018-11-29T14:00:03+0000	2232391950125519_2233001186731262	Gefeliciteerd	2018-11-29T20:19:45+0000	0		
153677961330272_2232329456798435	" Swallow a doctor   Imagine a flexible needle  steered by a robot  and injecting tiny robots for diagnostics and therapy of deeply-seated regions in your body. This was in science fiction movies in the 60s  but it is now getting close to reality  says Sarthak Misra in his inaugural lecture as a Professor of Surgical Robotics  today."	2018-11-29T10:00:09+0000	2232329456798435_2232455956785785	"Gabriela Johnsson"	2018-11-29T12:09:08+0000	0		
153677961330272_2232329456798435	" Swallow a doctor   Imagine a flexible needle  steered by a robot  and injecting tiny robots for diagnostics and therapy of deeply-seated regions in your body. This was in science fiction movies in the 60s  but it is now getting close to reality  says Sarthak Misra in his inaugural lecture as a Professor of Surgical Robotics  today."	2018-11-29T10:00:09+0000	2232329456798435_2232336970131017	"Congratulations Sarthak"	2018-11-29T10:09:40+0000	0		
153677961330272_2231393890225325	"A great 💻 Online Open Day with 2350 registrations; 2100 instant messages; 147 nationalities; 0 visitors on location ;-) has come to a fantastic end!  Thanks to all those who asked for information and of course thanks to all those who all answered all the questions. It was a great day! 👍"	2018-11-28T19:27:11+0000	2231393890225325_2231424910222223	"Martin Bosker je staat er mooi op."	2018-11-28T19:56:23+0000	1		
153677961330272_2231393890225325	"A great 💻 Online Open Day with 2350 registrations; 2100 instant messages; 147 nationalities; 0 visitors on location ;-) has come to a fantastic end!  Thanks to all those who asked for information and of course thanks to all those who all answered all the questions. It was a great day! 👍"	2018-11-28T19:27:11+0000	2231393890225325_2231450026886378	"Dian Douma😎"	2018-11-28T20:20:14+0000	1		
153677961330272_2231393890225325	"A great 💻 Online Open Day with 2350 registrations; 2100 instant messages; 147 nationalities; 0 visitors on location ;-) has come to a fantastic end!  Thanks to all those who asked for information and of course thanks to all those who all answered all the questions. It was a great day! 👍"	2018-11-28T19:27:11+0000	2231393890225325_2231534680211246	"Je staat er mooi op Dian !!"	2018-11-28T21:25:41+0000	0		
153677961330272_2229165710448143	"Communication Science at a technical university? Daan tells you why! 🤳 Tomorrow is the Online Open! Get in touch with this very current programme and ask all your questions without leaving your desk  bank or bed 😉 Register now: https://www.utwente.nl/en/online-open-day   Communicatiewetenschappen studeren aan een technische universiteit? Daan vertelt je waarom! 🤳 Morgen is onze Online Open Dag. Kom in contact met deze actuele opleiding en stel al je vragen zonder je bureau  bank of bed te verlaten 😉 Schrijf je in: https://www.utwente.nl/en/online-open-day"	2018-11-27T15:00:03+0000	2229165710448143_2231529293545118	"Frankey van Tolij"	2018-11-28T21:21:31+0000	1		
153677961330272_2229165710448143	"Communication Science at a technical university? Daan tells you why! 🤳 Tomorrow is the Online Open! Get in touch with this very current programme and ask all your questions without leaving your desk  bank or bed 😉 Register now: https://www.utwente.nl/en/online-open-day   Communicatiewetenschappen studeren aan een technische universiteit? Daan vertelt je waarom! 🤳 Morgen is onze Online Open Dag. Kom in contact met deze actuele opleiding en stel al je vragen zonder je bureau  bank of bed te verlaten 😉 Schrijf je in: https://www.utwente.nl/en/online-open-day"	2018-11-27T15:00:03+0000	2229165710448143_2229781487053232	"Great job Daan!"	2018-11-27T20:55:34+0000	1		
153677961330272_2224810810883633	"Wᴇᴀʀᴀʙʟᴇ Rᴏʙᴏᴛɪᴄs Lᴀʙ Uɴɪᴠᴇʀsɪᴛᴇɪᴛ Tᴡᴇɴᴛᴇ @ Bʀɪɢʜᴛ Dᴀʏ  Tijdens het grootste techfestival van Nederland op 24 en 25 november zullen wetenschappers van de UT het Exoskelet ten tonele brengen.  Op de Bright Day zullen zij een demonstratie geven van een wearable robot (exoskelet) waarmee mensen die verlamd zijn weer kunnen lopen  zelf over trappen en hellingen gaan; een robotbroek waarmee verzwakte mensen weer op kunnen staan en een bionische hand voor mensen met een geamputeerde hand die aangestuurd kan worden door spieren in de armstomp.  Meer weten? Bekijk het onderstaande filmpje of ga naar de website: www.brightday.nl/speaker/wearable-robotics-lab-universiteit-twente/"	2018-11-24T13:00:04+0000	2224810810883633_2226097274088320	"Wietse Hornstra! Super gaaf!"	2018-11-25T09:07:48+0000	0		
153677961330272_2223405277690853	"Today  Detlef Lohse  Professor of Physics of Fluids at the University of Twente  received the 2018 Balzan Prize. It was handed to him by the President of Italy  Mr Sergio Mattarella  in Rome. The Balzan Prize is sometimes called the  Italo-Swiss Nobel Prize   involving a prize money of 750 000 Swiss Francs.  https://www.utwente.nl/en/news/!/2018/9/146765/balzan-prize-for-detlef-lohse"	2018-11-23T15:28:02+0000	2223405277690853_2223580721006642	"Francesco Verdelli your thoughts?"	2018-11-23T18:07:49+0000	0		
153677961330272_2223405277690853	"Today  Detlef Lohse  Professor of Physics of Fluids at the University of Twente  received the 2018 Balzan Prize. It was handed to him by the President of Italy  Mr Sergio Mattarella  in Rome. The Balzan Prize is sometimes called the  Italo-Swiss Nobel Prize   involving a prize money of 750 000 Swiss Francs.  https://www.utwente.nl/en/news/!/2018/9/146765/balzan-prize-for-detlef-lohse"	2018-11-23T15:28:02+0000	2223405277690853_2223513364346711	👏	2018-11-23T17:17:12+0000	0		
153677961330272_2223405277690853	"Today  Detlef Lohse  Professor of Physics of Fluids at the University of Twente  received the 2018 Balzan Prize. It was handed to him by the President of Italy  Mr Sergio Mattarella  in Rome. The Balzan Prize is sometimes called the  Italo-Swiss Nobel Prize   involving a prize money of 750 000 Swiss Francs.  https://www.utwente.nl/en/news/!/2018/9/146765/balzan-prize-for-detlef-lohse"	2018-11-23T15:28:02+0000	2223405277690853_2223709110993803	Congratulations!	2018-11-23T20:18:16+0000	0		
153677961330272_2223405277690853	"Today  Detlef Lohse  Professor of Physics of Fluids at the University of Twente  received the 2018 Balzan Prize. It was handed to him by the President of Italy  Mr Sergio Mattarella  in Rome. The Balzan Prize is sometimes called the  Italo-Swiss Nobel Prize   involving a prize money of 750 000 Swiss Francs.  https://www.utwente.nl/en/news/!/2018/9/146765/balzan-prize-for-detlef-lohse"	2018-11-23T15:28:02+0000	2223405277690853_2223513354346712	👏	2018-11-23T17:17:12+0000	0		
153677961330272_2221591017872279	"STUDENT VLOG - Jedidja studies  Industrial Engineering & Management  Crazy about business and mathematics? Jedidja too!  She shows you a day in her student life. 🤳 She learns how to improve business processes with efficiency and profit as a result. Would you like to get in touch with this programme? Join the Online Open Day on 28 November and ask all your questions without leaving your desk  bank or bed 😉 Register now: https://www.utwente.nl/en/online-open-day  --- Nederlands ---  Gek op business en wiskunde?  Jedidja ook! Ze laat je een dag uit haar studentenleven zien. 🤳 Ze leert hoe je bedrijfsprocessen kunt verbeteren met efficiëntie en winst als resultaat. Wil je online in contact komen met deze opleiding? Doe mee met de Online Open Dag op 28 november en stel al jouw vragen zonder je bureau  bank of bed te verlaten 😉 Schrijf je in: https://www.utwente.nl/en/online-open-day"	2018-11-22T15:00:01+0000	2221591017872279_2222442364453811	"Jedidja Visser prominent hoor!"	2018-11-22T22:57:07+0000	1		
153677961330272_2221591017872279	"STUDENT VLOG - Jedidja studies  Industrial Engineering & Management  Crazy about business and mathematics? Jedidja too!  She shows you a day in her student life. 🤳 She learns how to improve business processes with efficiency and profit as a result. Would you like to get in touch with this programme? Join the Online Open Day on 28 November and ask all your questions without leaving your desk  bank or bed 😉 Register now: https://www.utwente.nl/en/online-open-day  --- Nederlands ---  Gek op business en wiskunde?  Jedidja ook! Ze laat je een dag uit haar studentenleven zien. 🤳 Ze leert hoe je bedrijfsprocessen kunt verbeteren met efficiëntie en winst als resultaat. Wil je online in contact komen met deze opleiding? Doe mee met de Online Open Dag op 28 november en stel al jouw vragen zonder je bureau  bank of bed te verlaten 😉 Schrijf je in: https://www.utwente.nl/en/online-open-day"	2018-11-22T15:00:01+0000	2221591017872279_2221998191164895	"Leuk Jedidja Visser & Navigators Studentenvereniging Enschede!"	2018-11-22T15:45:23+0000	1		
153677961330272_2221591017872279	"STUDENT VLOG - Jedidja studies  Industrial Engineering & Management  Crazy about business and mathematics? Jedidja too!  She shows you a day in her student life. 🤳 She learns how to improve business processes with efficiency and profit as a result. Would you like to get in touch with this programme? Join the Online Open Day on 28 November and ask all your questions without leaving your desk  bank or bed 😉 Register now: https://www.utwente.nl/en/online-open-day  --- Nederlands ---  Gek op business en wiskunde?  Jedidja ook! Ze laat je een dag uit haar studentenleven zien. 🤳 Ze leert hoe je bedrijfsprocessen kunt verbeteren met efficiëntie en winst als resultaat. Wil je online in contact komen met deze opleiding? Doe mee met de Online Open Dag op 28 november en stel al jouw vragen zonder je bureau  bank of bed te verlaten 😉 Schrijf je in: https://www.utwente.nl/en/online-open-day"	2018-11-22T15:00:01+0000	2221591017872279_2223748450989869	"Koen Kroep misschien mag je een dagje meelopen"	2018-11-23T20:55:31+0000	0		
153677961330272_2220555207975860	"To get a taste of all this delicious food 🥘🍔🍳  you’ll really have to visit our campus. But to get a taste of (almost) everything else  you don’t even have to leave your 🏠 home! Join our Online 💻 Open Day on Wednesday 28 November. Sign up now via https://bit.ly/2zmBIc3"	2018-11-21T16:00:07+0000	2220555207975860_2222157921148922	"And if you're in the mood for a weekly special, come to the Kantine Sportcentrum Universiteit Twente."	2018-11-22T18:01:54+0000	0		
153677961330272_2219250241439690	"😍 Good news for the University of Twente and the other organizations in Twente: Dutch national government has made a budget of 30 million euro s available to be invested in strengthening the regional innovation and economic system.   The University of Twente is partner in a few projects that are part of the so-called Regiodeal  the programma on which the funding decision is based.  Read more (in Dutch) via the link below."	2018-11-21T11:00:01+0000	2219250241439690_2220874734610574	"Bart Peeters"	2018-11-21T20:47:59+0000	1		
153677961330272_2219250241439690	"😍 Good news for the University of Twente and the other organizations in Twente: Dutch national government has made a budget of 30 million euro s available to be invested in strengthening the regional innovation and economic system.   The University of Twente is partner in a few projects that are part of the so-called Regiodeal  the programma on which the funding decision is based.  Read more (in Dutch) via the link below."	2018-11-21T11:00:01+0000	2219250241439690_2222094611155253	"Great Twente, a name for commitment for a cause to invest, investigate, explore, research something innovative, novel and different to meet the challenges of a fast  changing modern world..."	2018-11-22T17:05:42+0000	2		
153677961330272_2220059091358805	"A warm welcome to our new UT-employees! Lots of success in your careers at the UT."	2018-11-21T08:00:08+0000	2220059091358805_2220112108020170	"Marek Kozoň"	2018-11-21T09:09:12+0000	2		
153677961330272_2220059091358805	"A warm welcome to our new UT-employees! Lots of success in your careers at the UT."	2018-11-21T08:00:08+0000	2220059091358805_2220880727943308	"Jose Tzito.... 🎉🎉"	2018-11-21T20:53:01+0000	0		
153677961330272_2217356128295768	"The free MOOC Supply Chain Innovation: How Technology Can Create a Sustainable Future will start again today. Are you interested to understand how new technologies can make supply chains more sustainable and learn how to deal with today s trends? Then  this MOOC can help you out! Participation is free and the registration stays open during the entire course  so step in whenever you like and follow the course at your own pace."	2018-11-19T08:00:04+0000	2217356128295768_2217997528231628	"Paola Alvarenga take it!!"	2018-11-19T17:12:30+0000	1		
153677961330272_2216542228377158	"Experience the University of Twente from the comfort of your home Enjoy a virtual visit with our Online Open Day on Wednesday 28 November from 11AM to 8PM CET. Register now: https://www.utwente.nl/en/online-open-day  Tour the campus  join a live Q&A session and get a taste of Dutch student life – without even leaving your desk  sofa or bed! Join us for either the morning  afternoon or evening programme by logging in on your own device  from anywhere in the world!"	2018-11-18T18:15:55+0000	2216539358377445_2221120671252647	"Yasmin Beckers"	2018-11-22T01:08:50+0000	0		
153677961330272_2211507888880592	"Wᴇᴇᴋ ᴏꜰ ɪɴsᴘɪʀᴀᴛɪᴏɴ If you want to be inspired  reserve time in your agenda for the Week of Inspiration on 26 - 30 November. Join the inspirational lectures of: * Ank Bijleveld * Boet Kreiken * Govert Schilling * Monika Sie Dhian Ho * Ruben Terlou * Ruth Graham * Sijbrand de Jong  More info: www.utwente.nl/en/organization/news-agenda/events-ceremonies/week-of-inspiration/"	2018-11-18T10:00:01+0000	2211507888880592_2220216184676429	"A good Soros's friend !!!"	2018-11-21T11:12:55+0000	0		
153677961330272_2214822775215770	"University of Twente shared a post."	2018-11-17T16:41:53+0000	2214822775215770_2215011878530193	"jammer. volgende keer (?) beter!. was wel benieuwd, is ook geprobeerd er aan te rekenen?"	2018-11-17T18:53:17+0000	0		
153677961330272_2214822775215770	"University of Twente shared a post."	2018-11-17T16:41:53+0000	2214822775215770_2214959481868766	"Maikel Waelen"	2018-11-17T18:10:14+0000	0		
153677961330272_561316177663091	"👋 Hi! Let s get started with the last Open Day  this one is about our Bachelor s programmes. Watch the opening presentation about our university and our way of studying  here.  📽️ 🔽 From where in the world are you joining? Please let us know in the comments! ✏💬"	2018-11-17T09:06:03+0000	561316177663091_561329907661718	👋	2018-11-17T09:26:05+0000	0		
153677961330272_561316177663091	"👋 Hi! Let s get started with the last Open Day  this one is about our Bachelor s programmes. Watch the opening presentation about our university and our way of studying  here.  📽️ 🔽 From where in the world are you joining? Please let us know in the comments! ✏💬"	2018-11-17T09:06:03+0000	561316177663091_561326177662091	How	2018-11-17T09:18:08+0000	0		
